,Year,Hospital,Rank,Position.Title,Salary,Fringe.Benefits,Total
1522,2014,CHARLOTTE HUNGERFORD HOSPITAL,10,VP MEDICAL AFFAIRS,"$327,882","$81,140","$409,022"
1523,2014,CT CHILDREN`S MEDICAL CENTER,1,President & CEO,"$482,954","$135,227","$618,181"
1524,2014,CT CHILDREN`S MEDICAL CENTER,2,Senior VP Quality Improvement & Patient Safety,"$428,856","$120,080","$548,936"
1525,2014,CT CHILDREN`S MEDICAL CENTER,3,Executive Vice President Community and Child Healt,"$396,039","$110,891","$506,930"
1526,2014,CT CHILDREN`S MEDICAL CENTER,4,Executive Vice President and Chief Operating Offic,"$347,528","$97,308","$444,836"
1527,2014,CT CHILDREN`S MEDICAL CENTER,5,Senior VP & General Counsel,"$322,949","$90,426","$413,375"
1528,2014,CT CHILDREN`S MEDICAL CENTER,6,Chief Med Information Officer,"$261,916","$73,336","$335,252"
1529,2014,CT CHILDREN`S MEDICAL CENTER,7,VP Marketing & Business Development,"$261,314","$73,168","$334,482"
1530,2014,CT CHILDREN`S MEDICAL CENTER,8,Interim CFO,"$246,702","$69,077","$315,779"
1531,2014,CT CHILDREN`S MEDICAL CENTER,9,Chief Information Officer,"$233,656","$65,424","$299,080"
1532,2014,CT CHILDREN`S MEDICAL CENTER,10,VP Human Resources,"$228,142","$63,880","$292,022"
1533,2014,DANBURY HOSPITAL,1,CEO CHIEF EXECUTIVE OFFICER,"$1,114,027","$59,026","$1,173,053"
1534,2014,DANBURY HOSPITAL,2,VP HR,"$403,919","$416,133","$820,052"
1535,2014,DANBURY HOSPITAL,3,CFO CHIEF FINANCIAL OFFICER,"$625,572","$46,993","$672,565"
1536,2014,DANBURY HOSPITAL,4,CHIEF OPERATING OFFICER,"$429,796","$45,809","$475,605"
1537,2014,DANBURY HOSPITAL,5,CHIEF INFORMATION OFFICER,"$372,353","$40,278","$412,631"
1538,2014,DANBURY HOSPITAL,6,GENERAL COUNSEL,"$367,720","$42,751","$410,471"
1539,2014,DANBURY HOSPITAL,7,CHIEF NURSING OFFICER,"$341,959","$47,127","$389,086"
1540,2014,DANBURY HOSPITAL,8,DIRECTOR EDUCATION & RESEARCH,"$330,984","$49,724","$380,708"
1541,2014,DANBURY HOSPITAL,9,VP PLANNING,"$288,796","$49,825","$338,621"
1542,2014,DANBURY HOSPITAL,10,VP FACILITIES,"$265,137","$57,354","$322,491"
1543,2014,DAY KIMBALL HOSPITAL,1,President & CEO,"$397,109","$119,343","$516,452"
1544,2014,DAY KIMBALL HOSPITAL,2,VP Medical Affairs,"$295,021","$49,193","$344,214"
1545,2014,DAY KIMBALL HOSPITAL,3,ICU Physician,"$255,049","$45,065","$300,114"
1546,2014,DAY KIMBALL HOSPITAL,4,Chief Nursing Officer/Chief Operations Officer,"$217,120","$41,149","$258,269"
1547,2014,DAY KIMBALL HOSPITAL,5,Psychiatric Physician,"$216,219","$41,056","$257,275"
1548,2014,DAY KIMBALL HOSPITAL,6,Psychiatric Physician,"$209,683","$40,381","$250,064"
1549,2014,DAY KIMBALL HOSPITAL,7,Psychiatric Physician,"$194,143","$38,776","$232,919"
1550,2014,DAY KIMBALL HOSPITAL,8,Sr. VP of Finance/CFO,"$186,001","$37,936","$223,937"
1551,2014,DAY KIMBALL HOSPITAL,9,Corporate Controller,"$154,152","$34,646","$188,798"
1552,2014,DAY KIMBALL HOSPITAL,10,Clinical Coordinator,"$132,791","$32,441","$165,232"
1553,2014,ESSENT-SHARON HOSPITAL,1,Chief Executive Officer,"$221,100","$55,921","$277,021"
1554,2014,ESSENT-SHARON HOSPITAL,2,Chief Financial Officer,"$195,000","$49,320","$244,320"
1555,2014,ESSENT-SHARON HOSPITAL,3,Associate Administrator/Director HR,"$142,698","$36,092","$178,790"
1556,2014,ESSENT-SHARON HOSPITAL,4,Chief Nursing Officer,"$135,577","$34,291","$169,868"
1557,2014,ESSENT-SHARON HOSPITAL,5,Corp Compliance/Director HIM,"$123,469","$31,228","$154,697"
1558,2014,ESSENT-SHARON HOSPITAL,6,"Director, Rehab Services","$118,167","$29,887","$148,054"
1559,2014,ESSENT-SHARON HOSPITAL,7,"Registered Nurse, OB","$116,500","$29,466","$145,966"
1560,2014,ESSENT-SHARON HOSPITAL,8,"Director, Emergency Services","$112,514","$28,457","$140,971"
1561,2014,ESSENT-SHARON HOSPITAL,9,"Director, Quality","$110,136","$27,856","$137,992"
1562,2014,ESSENT-SHARON HOSPITAL,10,"Director, Facilities","$109,827","$27,778","$137,605"
1563,2014,GREENWICH HOSPITAL,1,President & CEO,"$1,181,136","$176,181","$1,357,317"
1564,2014,GREENWICH HOSPITAL,2,Executive VP & COO,"$626,451","$228,086","$854,537"
1565,2014,GREENWICH HOSPITAL,3,Senior VP & CFO,"$543,195","$251,623","$794,818"
1566,2014,GREENWICH HOSPITAL,4,"Director, Pathology","$576,375","$54,181","$630,556"
1567,2014,GREENWICH HOSPITAL,5,Pathologist,"$533,908","$52,921","$586,829"
1568,2014,GREENWICH HOSPITAL,6,SVP- Health System Development,"$396,428","$168,098","$564,526"
1569,2014,GREENWICH HOSPITAL,7,Pathologist,"$492,754","$71,579","$564,333"
1570,2014,GREENWICH HOSPITAL,8,Sr VP of Medical Services,"$497,031","$48,785","$545,816"
1571,2014,GREENWICH HOSPITAL,9,Pathologist,"$452,735","$30,281","$483,016"
1572,2014,GREENWICH HOSPITAL,10,Chief Safety Officer/Director OPC,"$367,702","$24,885","$392,587"
1573,2014,GRIFFIN HOSPITAL,1,CHIEF EXECUTIVE OFFICER,"$495,929","$61,252","$557,181"
1574,2014,GRIFFIN HOSPITAL,2,CHIEF FINANCIAL OFFICER,"$285,787","$11,142","$296,929"
1575,2014,GRIFFIN HOSPITAL,3,"CHIEF, DEPARTMENT OF PSYCHIATRY","$264,869","$26,246","$291,115"
1576,2014,GRIFFIN HOSPITAL,4,"CHIEF, PULMONARY DISEASE","$240,430","$47,152","$287,582"
1577,2014,GRIFFIN HOSPITAL,5,PSYCHIATRIC PHYSICIAN,"$243,181","$37,215","$280,396"
1578,2014,GRIFFIN HOSPITAL,6,VICE PRESIDENT ANCILLARY SERVICES,"$220,319","$35,366","$255,685"
1579,2014,GRIFFIN HOSPITAL,7,"VICE PRESIDENT, NURSING","$210,196","$44,930","$255,126"
1580,2014,GRIFFIN HOSPITAL,8,PSYCHIATRIC PHYSICIAN,"$207,175","$23,934","$231,109"
1581,2014,GRIFFIN HOSPITAL,9,"VICE PRESIDENT, FACILITIES","$194,523","$23,533","$218,056"
1582,2014,GRIFFIN HOSPITAL,10,PSYCHIATRIC PHYSICIAN,"$192,928","$23,038","$215,966"
1583,2014,HARTFORD HOSPITAL,1,Director of Surgery,"$715,261","$92,069","$807,330"
1584,2014,HARTFORD HOSPITAL,2,"VP, Physician Relation Outreach","$755,552","$19,814","$775,366"
1585,2014,HARTFORD HOSPITAL,3,Director of OB/GYN,"$585,755","$107,693","$693,448"
1586,2014,HARTFORD HOSPITAL,4,"Chair, Cancer Institute","$588,061","$85,571","$673,632"
1587,2014,HARTFORD HOSPITAL,5,"VP, Academic Affairs","$632,591","$27,098","$659,689"
1588,2014,HARTFORD HOSPITAL,6,Director of Cardiology Services,"$521,829","$77,376","$599,205"
1589,2014,HARTFORD HOSPITAL,7,Director of Electrophysiology,"$469,880","$62,209","$532,089"
1590,2014,HARTFORD HOSPITAL,8,Director of Critical Care,"$450,397","$60,867","$511,264"
1591,2014,HARTFORD HOSPITAL,9,Director of Arrhythmia Center,"$468,431","$25,317","$493,748"
1592,2014,HARTFORD HOSPITAL,10,Director of Medicine,"$391,586","$74,684","$466,270"
1593,2014,JOHN DEMPSEY HOSPITAL,1,ASSOCIATE PROFESSOR / CLINICAL/ER,"$308,058","$55,464","$363,522"
1594,2014,JOHN DEMPSEY HOSPITAL,2,CEO,"$271,625","$60,895","$332,520"
1595,2014,JOHN DEMPSEY HOSPITAL,3,DIRECTOR/NURSING,"$261,755","$58,432","$320,187"
1596,2014,JOHN DEMPSEY HOSPITAL,4,ASSISTANT PROFESSOR / CLINICAL / ER,"$245,625","$56,387","$302,012"
1597,2014,JOHN DEMPSEY HOSPITAL,5,ASSISTANT PROFESSOR / CLINICAL / ER,"$243,382","$57,237","$300,619"
1598,2014,JOHN DEMPSEY HOSPITAL,6,ASSISTANT PROFESSOR / CLINICAL / ER,"$243,000","$54,959","$297,959"
1599,2014,JOHN DEMPSEY HOSPITAL,7,DIRECTOR/NURSING,"$241,896","$52,847","$294,743"
1600,2014,JOHN DEMPSEY HOSPITAL,8,PHARMACIST,"$152,689","$111,911","$264,600"
1601,2014,JOHN DEMPSEY HOSPITAL,9,ASSISTANT PROFESSOR / CLINICAL / ER,"$217,286","$45,956","$263,242"
1602,2014,JOHN DEMPSEY HOSPITAL,10,DIRECTOR/CARE COORDINATION,"$153,708","$105,121","$258,829"
1603,2014,JOHNSON MEMORIAL HOSPITAL,1,Chief Financial Officer,"$274,997","$36,925","$311,922"
1604,2014,JOHNSON MEMORIAL HOSPITAL,2,President,"$179,005","$19,319","$198,324"
1605,2014,JOHNSON MEMORIAL HOSPITAL,3,Vice President - Patient Care Svcs.,"$160,204","$24,643","$184,847"
1606,2014,JOHNSON MEMORIAL HOSPITAL,4,RN - ICU,"$140,965","$29,483","$170,448"
1607,2014,JOHNSON MEMORIAL HOSPITAL,5,VP Human Resources,"$140,005","$29,388","$169,393"
1608,2014,JOHNSON MEMORIAL HOSPITAL,6,Vice President Operations,"$129,431","$15,231","$144,662"
1609,2014,JOHNSON MEMORIAL HOSPITAL,7,RN - Nursing Administration,"$123,278","$27,545","$150,823"
1610,2014,JOHNSON MEMORIAL HOSPITAL,8,RN - OB,"$122,744","$25,821","$148,565"
1611,2014,JOHNSON MEMORIAL HOSPITAL,9,Corporate Controller,"$120,640","$31,788","$152,428"
1612,2014,JOHNSON MEMORIAL HOSPITAL,10,RN - Med/Surg Unit,"$120,342","$28,207","$148,549"
1613,2014,LAWRENCE AND MEMORIAL HOSPITAL,1,"President, CEO","$710,383","$51,490","$761,873"
1614,2014,LAWRENCE AND MEMORIAL HOSPITAL,2,"Vice President, Physician Practice Mngt","$528,761","$42,658","$571,419"
1615,2014,LAWRENCE AND MEMORIAL HOSPITAL,3,Chief Operating Officer,"$417,203","$37,904","$455,107"
1616,2014,LAWRENCE AND MEMORIAL HOSPITAL,4,"Vice President, Chief Transformation Officer","$331,403","$38,888","$370,291"
1617,2014,LAWRENCE AND MEMORIAL HOSPITAL,5,Chief Legal Officer,"$278,565","$36,090","$314,655"
1618,2014,LAWRENCE AND MEMORIAL HOSPITAL,6,VP of Strategic Planning,"$273,129","$32,799","$305,928"
1619,2014,LAWRENCE AND MEMORIAL HOSPITAL,7,"Vice President, Patient Care","$264,126","$25,839","$289,965"
1620,2014,LAWRENCE AND MEMORIAL HOSPITAL,8,Chief Information Officer,"$244,379","$34,965","$279,344"
1621,2014,LAWRENCE AND MEMORIAL HOSPITAL,9,"Vice President, Development","$225,345","$33,993","$259,338"
1622,2014,LAWRENCE AND MEMORIAL HOSPITAL,10,Medical Director,"$219,729","$17,845","$237,574"
1623,2014,MANCHESTER MEMORIAL HOSPITAL,1,CEO,"$647,357","$36,041","$683,398"
1624,2014,MANCHESTER MEMORIAL HOSPITAL,2,Medical Director ED,"$454,126","$32,603","$486,729"
1625,2014,MANCHESTER MEMORIAL HOSPITAL,3,Emergency Room MD,"$376,151","$35,842","$411,993"
1626,2014,MANCHESTER MEMORIAL HOSPITAL,4,Medical Director ED,"$363,826","$33,166","$396,992"
1627,2014,MANCHESTER MEMORIAL HOSPITAL,5,Emergency Room MD,"$352,240","$32,340","$384,580"
1628,2014,MANCHESTER MEMORIAL HOSPITAL,6,Medical Director MD,"$351,794","$31,830","$383,624"
1629,2014,MANCHESTER MEMORIAL HOSPITAL,7,Senior VP of Medical Affairs,"$347,331","$27,725","$375,056"
1630,2014,MANCHESTER MEMORIAL HOSPITAL,8,Emergency Room MD,"$349,545","$25,005","$374,550"
1631,2014,MANCHESTER MEMORIAL HOSPITAL,9,Emergency Room MD,"$337,126","$34,279","$371,405"
1632,2014,MANCHESTER MEMORIAL HOSPITAL,10,Emergency Room MD,"$335,000","$27,526","$362,526"
1633,2014,MIDDLESEX HOSPITAL,1,President/CEO,"$605,964","$453,559","$1,059,523"
1634,2014,MIDDLESEX HOSPITAL,2,"Vp, Clinical Affairs","$405,488","$234,454","$639,942"
1635,2014,MIDDLESEX HOSPITAL,3,"VP, Quality and Patient Safety","$383,363","$169,585","$552,948"
1636,2014,MIDDLESEX HOSPITAL,4,"VP, Finance/CFO/Treasurer","$357,238","$150,035","$507,273"
1637,2014,MIDDLESEX HOSPITAL,5,"Chairman, Emergency Medicine","$379,268","$86,144","$465,412"
1638,2014,MIDDLESEX HOSPITAL,6,"Sr. VP, Strategic Planning & Operations","$288,494","$122,497","$410,991"
1639,2014,MIDDLESEX HOSPITAL,7,"Chief, Dept of Medicine & Secretary","$342,598","$67,703","$410,301"
1640,2014,MIDDLESEX HOSPITAL,8,"VP, Human Resources","$292,669","$114,964","$407,633"
1641,2014,MIDDLESEX HOSPITAL,9,"Physician, Emergency Dept","$336,712","$67,404","$404,116"
1642,2014,MIDDLESEX HOSPITAL,10,"Medical Director, Emergency Dept","$342,601","$54,167","$396,768"
1643,2014,MIDSTATE MEDICAL CENTER,1,Hospitalist,"$303,984","$85,723","$389,707"
1644,2014,MIDSTATE MEDICAL CENTER,2,Medical Director Mediquick,"$284,839","$80,325","$365,164"
1645,2014,MIDSTATE MEDICAL CENTER,3,Sr VP Operations,"$282,881","$79,772","$362,653"
1646,2014,MIDSTATE MEDICAL CENTER,4,Hospitalist,"$271,112","$76,454","$347,566"
1647,2014,MIDSTATE MEDICAL CENTER,5,Hospitalist,"$262,693","$74,080","$336,773"
1648,2014,MIDSTATE MEDICAL CENTER,6,Hospitalist,"$253,364","$71,449","$324,813"
1649,2014,MIDSTATE MEDICAL CENTER,7,Hospitalist,"$250,041","$70,512","$320,553"
1650,2014,MIDSTATE MEDICAL CENTER,8,Hospitalist,"$246,743","$69,582","$316,325"
1651,2014,MIDSTATE MEDICAL CENTER,9,Per Diem Hospitalist,"$245,235","$69,156","$314,391"
1652,2014,MIDSTATE MEDICAL CENTER,10,Hospitalist,"$200,906","$56,655","$257,561"
1653,2014,MILFORD HOSPITAL,1,President,"$498,203","$376,878","$875,081"
1654,2014,MILFORD HOSPITAL,2,PHYSICIAN CHIEF OPERATING OFFICER,"$454,813","$369,219","$824,032"
1655,2014,MILFORD HOSPITAL,3,House Physician,"$328,207","$45,688","$373,895"
1656,2014,MILFORD HOSPITAL,4,Pathologist,"$324,330","$45,236","$369,566"
1657,2014,MILFORD HOSPITAL,5,House Physician,"$316,936","$40,921","$357,857"
1658,2014,MILFORD HOSPITAL,6,House Physician,"$306,533","$40,289","$346,822"
1659,2014,MILFORD HOSPITAL,7,House Physician,"$242,368","$43,853","$286,221"
1660,2014,MILFORD HOSPITAL,8,E.R. Physician,"$236,852","$37,870","$274,722"
1661,2014,MILFORD HOSPITAL,9,House Physician,"$228,519","$38,673","$267,192"
1662,2014,MILFORD HOSPITAL,10,E.R. Physician,"$212,429","$34,316","$246,745"
1663,2014,NEW MILFORD HOSPITAL,1,VP OPERATIONS,"$291,700","$14,199","$305,899"
1664,2014,NEW MILFORD HOSPITAL,2,CHIEF MEDICAL PHYSICIST,"$209,099","$32,067","$241,166"
1665,2014,NEW MILFORD HOSPITAL,3,CEO,"$228,174","$12,090","$240,264"
1666,2014,NEW MILFORD HOSPITAL,4,DIR FINANCE,"$160,275","$42,489","$202,764"
1667,2014,NEW MILFORD HOSPITAL,5,DIR MEDICAL AFFAIRS & QUALITY,"$158,155","$41,733","$199,888"
1668,2014,NEW MILFORD HOSPITAL,6,DIR PATIENT EXPERIENCE,"$151,733","$33,811","$185,544"
1669,2014,NEW MILFORD HOSPITAL,7,CONTROLLER,"$155,926","$19,402","$175,328"
1670,2014,NEW MILFORD HOSPITAL,8,MGR CANCER CENTER,"$131,530","$41,101","$172,631"
1671,2014,NEW MILFORD HOSPITAL,9,DIR EMPLOYEE HEALTH SER,"$150,836","$20,693","$171,529"
1672,2014,NEW MILFORD HOSPITAL,10,MGR NURSING,"$128,700","$41,079","$169,779"
1673,2014,NORWALK HOSPITAL,1,President & CEO,"$1,182,813","$85,982","$1,268,795"
1674,2014,NORWALK HOSPITAL,2,VP Human Resources,"$847,571","$79,126","$926,697"
1675,2014,NORWALK HOSPITAL,3,VP Finance,"$591,751","$72,360","$664,111"
1676,2014,NORWALK HOSPITAL,4,Sr.VP Strategy & System Development,"$553,605","$48,326","$601,931"
1677,2014,NORWALK HOSPITAL,5,"Physician, Emergency Department","$517,952","$72,353","$590,305"
1678,2014,NORWALK HOSPITAL,6,"Physician, Emergency Department","$457,041","$59,250","$516,291"
1679,2014,NORWALK HOSPITAL,7,"Physician, Emergency Department","$446,747","$54,495","$501,242"
1680,2014,NORWALK HOSPITAL,8,"Physician, Emergency Department","$423,129","$50,317","$473,446"
1681,2014,NORWALK HOSPITAL,9,"Physician, Emergency Department","$421,950","$50,713","$472,663"
1682,2014,NORWALK HOSPITAL,10,"Physician, Emergency Department","$397,681","$57,344","$455,025"
1683,2014,ROCKVILLE GENERAL HOSPITAL,1,Medical Director,"$325,050","$13,815","$338,865"
1684,2014,ROCKVILLE GENERAL HOSPITAL,2,Urgent Care MD,"$278,094","$32,927","$311,021"
1685,2014,ROCKVILLE GENERAL HOSPITAL,3,CEO,"$255,613","$14,231","$269,844"
1686,2014,ROCKVILLE GENERAL HOSPITAL,4,Infection Control Director MD,"$225,348","$39,003","$264,351"
1687,2014,ROCKVILLE GENERAL HOSPITAL,5,Psychiatrist,"$231,419","$29,821","$261,240"
1688,2014,ROCKVILLE GENERAL HOSPITAL,6,Urgent Care MD,"$226,529","$30,061","$256,590"
1689,2014,ROCKVILLE GENERAL HOSPITAL,7,Urgent Care MD,"$209,168","$28,409","$237,577"
1690,2014,ROCKVILLE GENERAL HOSPITAL,8,VP Patient Care Services,"$191,589","$32,752","$224,341"
1691,2014,ROCKVILLE GENERAL HOSPITAL,9,Registered Nurse,"$160,271","$16,683","$176,954"
1692,2014,ROCKVILLE GENERAL HOSPITAL,10,Clinician,"$131,847","$24,075","$155,922"
1693,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,1,President and CEO,"$2,831,619","$303,951","$3,135,570"
1694,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,2,"Executive Vice President, Chief Administrative Off","$694,280","$91,251","$785,531"
1695,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,3,Department Chairman - Surgery,"$647,726","$84,199","$731,925"
1696,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,4,Executive Vice President and COO,"$560,612","$75,090","$635,702"
1697,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,5,"Senior Vice President, Chief Academic Officer","$441,505","$64,257","$505,762"
1698,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,6,"Senior Vice President, Chief Development Officer","$421,438","$62,434","$483,872"
1699,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,7,"President, JMMC","$384,554","$57,852","$442,406"
1700,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,8,Senior Vice President - Planning,"$354,080","$61,796","$415,876"
1701,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,9,"Senior Vice President, Human Resources","$324,724","$51,425","$376,149"
1702,2014,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,10,"Senior Vice Presidnet, Chief Information Officer","$321,766","$52,690","$374,456"
1703,2014,SAINT MARY`S HOSPITAL,1,President & CEO,"$711,903","$201,106","$913,009"
1704,2014,SAINT MARY`S HOSPITAL,2,Vice President & Chief Medical Officer,"$372,483","$62,815","$435,298"
1705,2014,SAINT MARY`S HOSPITAL,3,Vice President Surgical Services former,"$335,433","$36,694","$372,127"
1706,2014,SAINT MARY`S HOSPITAL,4,Vice Pres. Operations & Chief Information Officer,"$303,442","$45,712","$349,154"
1707,2014,SAINT MARY`S HOSPITAL,5,Vice President and Chief Financial Officer,"$292,248","$41,999","$334,247"
1708,2014,SAINT MARY`S HOSPITAL,6,Chief Operating Officer,"$278,711","$29,045","$307,756"
1709,2014,SAINT MARY`S HOSPITAL,7,Vice President Human Resources,"$260,612","$42,734","$303,346"
1710,2014,SAINT MARY`S HOSPITAL,8,Chief Marketing Officer,"$217,778","$39,900","$257,678"
1711,2014,SAINT MARY`S HOSPITAL,9,Vice President and Chief Nursing Officer,"$221,238","$34,926","$256,164"
1712,2014,SAINT MARY`S HOSPITAL,10,Executive Director Revenue Cycle,"$183,655","$35,631","$219,286"
1713,2014,SAINT VINCENT`S MEDICAL CENTER,1,PRESIDENT/CHIEF EXECUTIVE OFFICER,"$721,708","$355,062","$1,076,770"
1714,2014,SAINT VINCENT`S MEDICAL CENTER,2,SENIOR VP/CHIEF MEDICAL OFFICER,"$581,601","$339,706","$921,307"
1715,2014,SAINT VINCENT`S MEDICAL CENTER,3,SENIOR VICE PRESIDENT/CHIEF FINANCIAL OFFICER,"$438,570","$250,299","$688,869"
1716,2014,SAINT VINCENT`S MEDICAL CENTER,4,CLINICAL VICE PRESIDENT MEDICINE,"$463,856","$212,034","$675,890"
1717,2014,SAINT VINCENT`S MEDICAL CENTER,5,VICE PRESIDENT/CHIEF LEGAL COUNSEL,"$367,310","$167,403","$534,713"
1718,2014,SAINT VINCENT`S MEDICAL CENTER,6,SR VP/CHIEF NURSING OFF/CHIEF OPERATING OFFICR,"$322,652","$174,948","$497,600"
1719,2014,SAINT VINCENT`S MEDICAL CENTER,7,Chairperson Dept of Surgery,"$450,728","$30,431","$481,159"
1720,2014,SAINT VINCENT`S MEDICAL CENTER,8,CHAIRPERSON EMERGENCY CARE,"$423,295","$19,949","$443,244"
1721,2014,SAINT VINCENT`S MEDICAL CENTER,9,SENIOR VP CORPORATE AFFAIRS,"$291,154","$99,545","$390,699"
1722,2014,SAINT VINCENT`S MEDICAL CENTER,10,CHAIRPERSON OBSTETRICS & GYNECOLOGY,"$337,811","$38,593","$376,404"
1723,2014,STAMFORD HOSPITAL,1,President & CEO,"$984,590","$1,418,158","$2,402,748"
1724,2014,STAMFORD HOSPITAL,2,Exec. VP and Chief Operating Officer,"$612,939","$703,361","$1,316,300"
1725,2014,STAMFORD HOSPITAL,3,"Chair, Dept of Obstetrics","$897,758","$165,315","$1,063,073"
1726,2014,STAMFORD HOSPITAL,4,VP of Finance & Chief Financial Officer,"$582,745","$426,210","$1,008,955"
1727,2014,STAMFORD HOSPITAL,5,Sr. VP of Medical Services,"$517,539","$411,700","$929,239"
1728,2014,STAMFORD HOSPITAL,6,Chief of Cardiac Surgery,"$782,695","$116,129","$898,824"
1729,2014,STAMFORD HOSPITAL,7,Chief of Surgery,"$750,009","$107,339","$857,348"
1730,2014,STAMFORD HOSPITAL,8,Sr. VP of Strategy & Marketing,"$676,231","$45,557","$721,788"
1731,2014,STAMFORD HOSPITAL,9,Chief of Bariatric Surgery,"$426,286","$292,908","$719,194"
1732,2014,STAMFORD HOSPITAL,10,VP and Chief Information Officer,"$375,296","$313,593","$688,889"
1733,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,1,President and CEO,"$1,985,960","$339,886","$2,325,846"
1734,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,2,Hospitalist,"$713,435","$49,953","$763,388"
1735,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,3,Chief ER Physician,"$597,990","$130,983","$728,973"
1736,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,4,"Director, Surgical Oncology","$570,429","$141,822","$712,251"
1737,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,5,Chief of Medicine,"$639,144","$25,545","$664,689"
1738,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,6,VP Analytics & Decision Report,"$480,039","$124,715","$604,754"
1739,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,7,Chief of Cardiology,"$430,501","$46,365","$476,866"
1740,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,8,Medical Director New Britain Emergency Room,"$394,709","$79,692","$474,401"
1741,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,9,Medical Director Bradley Emergency Room,"$415,680","$45,913","$461,593"
1742,2014,THE HOSPITAL OF CENTRAL CONNECTICUT,10,Director Hospitalist Medicine,"$390,140","$48,726","$438,866"
1743,2014,WATERBURY HOSPITAL,1,CFO,"$587,267","$112,938","$700,205"
1744,2014,WATERBURY HOSPITAL,2,Chief Financial Officer,"$345,031","$67,323","$412,354"
1745,2014,WATERBURY HOSPITAL,3,Chief Information Officer,"$353,259","$37,663","$390,922"
1746,2014,WATERBURY HOSPITAL,4,VP Patient Care/Chief Nursing Officer,"$247,904","$29,887","$277,791"
1747,2014,WATERBURY HOSPITAL,5,VP Human Resources,"$239,336","$33,659","$272,995"
1748,2014,WATERBURY HOSPITAL,6,Medical DIrector Inpatient Behavioral Health,"$225,476","$24,561","$250,037"
1749,2014,WATERBURY HOSPITAL,7,Psychiatrist,"$206,144","$35,841","$241,985"
1750,2014,WATERBURY HOSPITAL,8,Psychiatrist,"$202,576","$35,907","$238,483"
1751,2014,WATERBURY HOSPITAL,9,Medical Director Behavior Health,"$205,394","$29,044","$234,438"
1752,2014,WATERBURY HOSPITAL,10,Medical Director Adolescent Services,"$198,216","$32,725","$230,941"
1753,2014,WILLIAM W. BACKUS HOSPITAL,1,"Backus Physician Services, Physician","$531,583","$90,756","$622,339"
1754,2014,WILLIAM W. BACKUS HOSPITAL,2,"Medical Director, Medical Care Administration","$448,020","$104,117","$552,137"
1755,2014,WILLIAM W. BACKUS HOSPITAL,3,Hospitalist Physician,"$422,736","$66,638","$489,374"
1756,2014,WILLIAM W. BACKUS HOSPITAL,4,E.R. Physician,"$352,550","$71,653","$424,203"
1757,2014,WILLIAM W. BACKUS HOSPITAL,5,E.R. Physician,"$344,143","$74,122","$418,265"
1758,2014,WILLIAM W. BACKUS HOSPITAL,6,E.R. Physician,"$338,722","$78,090","$416,812"
1759,2014,WILLIAM W. BACKUS HOSPITAL,7,Medical Affairs Regional VP,"$341,313","$69,680","$410,993"
1760,2014,WILLIAM W. BACKUS HOSPITAL,8,E.R. Physician,"$337,105","$72,150","$409,255"
1761,2014,WILLIAM W. BACKUS HOSPITAL,9,Rhuematology Physician,"$333,149","$73,889","$407,038"
1762,2014,WILLIAM W. BACKUS HOSPITAL,10,E.R. Physician,"$323,384","$68,031","$391,415"
1763,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,1,Hospitalist,"$303,433","$75,454","$378,887"
1764,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,2,Hospitalist,"$237,305","$59,010","$296,315"
1765,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,3,Hospitalist,"$223,884","$55,673","$279,557"
1766,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,4,Hospitalist,"$211,443","$52,579","$264,022"
1767,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,5,Hospitalist,"$209,207","$52,023","$261,230"
1768,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,6,Hospitalist,"$200,246","$49,795","$250,041"
1769,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,7,Hospitalist,"$187,363","$46,591","$233,954"
1770,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,8,Registered Nurse- Emergency Dept,"$186,218","$46,306","$232,524"
1771,2014,WINDHAM COMMUNITY MEMORIAL HOSPITAL,9,Registered Nurse - Critical Care Unit,"$170,193","$42,322","$212,515"
